@relation 'electricity-weka.filters.unsupervised.attribute.Remove-R1,4'

@attribute day {1,2,3,4,5,6,7}
@attribute period numeric
@attribute nswdemand numeric
@attribute vicprice numeric
@attribute vicdemand numeric
@attribute transfer numeric
@attribute class {UP,DOWN}

@data
4,31,7274,1465,5182,-652,DOWN
4,32,7343,1465,5174,-700,DOWN
4,33,7347,1602,5152,-642,DOWN
4,34,7372,1579,5199,-603,DOWN
4,35,7360,1629,5214,-634,DOWN
4,36,7402,1569,5255,-645,DOWN
4,37,7498,1530,5206,-401,DOWN
4,38,7749,1745,5213,-416,UP
4,39,7646,1716,5260,-507,UP
4,40,7476,1614,5218,-662,DOWN
4,41,7334,1457,5111,-530,DOWN
4,42,7153,1145,4997,-457,DOWN
4,43,6939,1016,4924,-429,DOWN
4,44,6665,989,4776,-346,DOWN
4,45,7106,1294,4730,-281,DOWN
4,46,7230,1427,4665,-254,DOWN
4,47,7308,1696,5022,-488,UP
4,48,7320,1824,5020,-383,UP
5,1,7267,1674,4843,-248,UP
5,2,7157,1486,4744,-208,DOWN
5,3,6912,1664,4914,-385,UP
5,4,6583,1286,4821,-323,DOWN
5,5,6224,975,4618,-300,DOWN
5,6,5905,1093,4461,-149,DOWN
5,7,5577,904,4315,-27,DOWN
5,8,5377,901,4226,57,DOWN
5,9,5277,884,4165,166,DOWN
5,10,5306,894,4136,145,DOWN
5,11,5485,908,4144,158,DOWN
5,12,5811,998,4235,64,DOWN
5,13,6467,1622,4503,-84,UP
5,14,7058,1721,4788,-268,UP
5,15,6966,1115,4957,-376,DOWN
5,16,7302,1552,5196,-397,UP
5,17,7423,1845,5343,-479,UP
5,18,7459,1952,5292,-458,UP
5,19,7722,2281,5314,-255,UP
5,20,7826,2417,5281,-226,UP
5,21,7773,2431,5278,-287,UP
5,22,7681,2298,5273,-355,UP
5,23,7619,2471,5277,-327,UP
5,24,7621,2271,5270,-359,UP
5,25,7584,2306,5243,-366,UP
5,26,7561,2316,5243,-414,UP
5,27,7562,2363,5284,-394,UP
5,28,7501,2262,5279,-479,UP
5,29,7546,2255,5272,-507,UP
5,30,7495,2164,5275,-558,UP
5,31,7470,2010,5251,-554,UP
5,32,7488,1961,5226,-527,UP
5,33,7467,1807,5219,-458,UP
5,34,7470,1844,5205,-437,UP
5,35,7406,1737,5196,-456,UP
5,36,7478,1610,5174,-465,DOWN
5,37,7555,1668,5080,-300,DOWN
5,38,7786,1887,5059,-318,UP
5,39,7711,1976,5192,-434,UP
5,40,7514,1608,5167,-462,DOWN
5,41,7341,1496,5069,-359,DOWN
5,42,7169,1429,4988,-324,DOWN
5,43,6897,1191,4854,-340,DOWN
5,44,6619,1039,4759,-246,DOWN
5,45,7019,1217,4684,-138,DOWN
5,46,7175,1263,4670,-177,DOWN
5,47,7251,1362,4985,-453,DOWN
5,48,7260,1501,4983,-326,DOWN
6,1,7185,1365,4824,-236,DOWN
6,2,7014,1048,4705,-109,DOWN
6,3,6802,1041,4927,-203,DOWN
6,4,6423,934,4794,-103,DOWN
6,5,6039,874,4606,191,DOWN
6,6,5729,861,4448,498,DOWN
6,7,5445,853,4299,596,DOWN
6,8,5297,841,4225,570,DOWN
6,9,5219,825,4135,570,DOWN
6,10,5261,819,4115,570,DOWN
6,11,5382,829,4157,570,DOWN
6,12,5728,831,4204,520,DOWN
6,13,6315,857,4473,393,DOWN
6,14,6907,910,4730,244,DOWN
6,15,6833,923,4850,136,DOWN
6,16,7261,993,5045,-53,DOWN
6,17,7459,1277,5197,-102,DOWN
6,18,7555,1317,5219,-154,DOWN
6,19,7859,1816,5305,-80,UP
6,20,8002,2252,5366,-129,UP
6,21,7966,2265,5387,-182,UP
6,22,7915,2252,5453,-223,UP
6,23,7879,2269,5483,-191,UP
6,24,7857,2315,5494,-216,UP
6,25,7855,2265,5452,-237,UP
6,26,7816,2248,5452,-264,UP
6,27,7814,2256,5461,-264,UP
6,28,7805,2505,5473,-546,UP
6,29,7779,2997,5443,-563,UP
6,30,7705,2656,5388,-537,UP
6,31,7616,2421,5346,-505,UP
6,32,7612,2485,5312,-522,UP
6,33,7550,2469,5316,-538,UP
6,34,7537,2212,5297,-527,UP
6,35,7418,1896,5219,-519,UP
6,36,7336,1552,5151,-489,DOWN
6,37,7312,1102,5017,-227,DOWN
6,38,7508,1156,5045,-100,DOWN
6,39,7396,1176,5148,-266,DOWN
6,40,7147,994,5088,-103,DOWN
6,41,7037,968,4996,7,DOWN
6,42,6894,948,4855,116,DOWN
6,43,6656,885,4737,211,DOWN
6,44,6417,869,4589,110,DOWN
6,45,6870,1411,4584,308,DOWN
6,46,7093,919,4597,455,DOWN
6,47,7203,981,4978,65,DOWN
6,48,7138,971,4922,316,DOWN
7,1,6930,921,4767,364,DOWN
7,2,6790,1023,4633,547,DOWN
7,3,6567,947,4804,316,DOWN
7,4,6165,878,4676,440,DOWN
7,5,5769,847,4501,598,DOWN
7,6,5482,854,4301,659,DOWN
7,7,5243,846,4159,608,DOWN
7,8,5044,820,4069,521,DOWN
7,9,4972,622,3974,781,DOWN
7,10,4927,647,3958,826,DOWN
7,11,4921,614,3919,839,DOWN
7,12,5022,641,3918,872,DOWN
7,13,5280,772,3995,862,DOWN
7,14,5609,756,4107,720,DOWN
7,15,5926,475,4149,620,DOWN
7,16,6334,801,4278,670,DOWN
7,17,6669,835,4389,613,DOWN
7,18,6916,913,4535,500,DOWN
7,19,7157,950,4642,421,DOWN
7,20,7273,957,4682,420,DOWN
7,21,7189,963,4697,429,DOWN
7,22,7137,950,4732,360,DOWN
7,23,7081,963,4725,408,DOWN
7,24,7024,963,4732,386,DOWN
7,25,6973,982,4718,348,DOWN
7,26,6940,987,4711,347,DOWN
7,27,6842,966,4664,394,DOWN
7,28,6789,967,4654,433,DOWN
7,29,6714,952,4642,383,DOWN
7,30,6638,945,4609,413,DOWN
7,31,6606,1004,4586,510,DOWN
7,32,6579,940,4587,545,DOWN
7,33,6493,923,4561,522,DOWN
7,34,6527,924,4589,532,DOWN
7,35,6449,892,4588,486,DOWN
7,36,6596,904,4603,524,DOWN
7,37,6776,913,4609,497,DOWN
7,38,7085,948,4687,391,UP
7,39,7037,961,4773,289,UP
7,40,6776,936,4732,381,UP
7,41,6627,905,4645,425,DOWN
7,42,6515,876,4584,533,DOWN
7,43,6339,875,4474,561,DOWN
7,44,6162,847,4432,584,DOWN
7,45,6385,910,4407,641,UP
7,46,6442,884,4434,576,DOWN
7,47,6424,929,4693,321,UP
7,48,6226,867,4707,388,DOWN
1,1,5988,848,4574,529,DOWN
1,2,5748,845,4438,645,DOWN
1,3,5560,870,4579,242,DOWN
1,4,5370,869,4452,418,DOWN
1,5,5136,852,4296,491,DOWN
1,6,4939,789,4156,492,DOWN
1,7,4797,649,3966,635,DOWN
1,8,4720,598,3896,702,DOWN
1,9,4715,548,3822,761,DOWN
1,10,4723,540,3793,767,DOWN
1,11,4743,450,3767,779,DOWN
1,12,4833,418,3743,729,DOWN
1,13,4959,426,3772,729,DOWN
1,14,5225,619,3870,679,DOWN
1,15,5520,747,3893,679,DOWN
1,16,5869,650,3955,679,UP
1,17,6205,843,4075,679,UP
1,18,6413,810,4170,679,UP
1,19,6514,876,4247,668,UP
1,20,6526,897,4293,571,UP
1,21,6576,905,4339,527,UP
1,22,6580,904,4380,516,UP
1,23,6556,856,4423,679,UP
1,24,6504,700,4427,679,UP
1,25,6470,782,4428,699,UP
1,26,6397,747,4398,729,UP
1,27,6358,885,4425,649,UP
1,28,6336,859,4394,753,UP
1,29,6299,894,4361,566,UP
1,30,6319,908,4360,485,UP
1,31,6339,903,4413,445,UP
1,32,6374,1097,4455,415,UP
1,33,6285,913,4449,405,UP
1,34,6358,916,4488,392,UP
1,35,6419,925,4494,403,UP
1,36,6474,920,4436,449,UP
1,37,6636,934,4408,524,UP
1,38,6854,946,4415,447,UP
1,39,6945,986,4559,263,UP
1,40,6820,970,4550,363,UP
1,41,6605,952,4476,433,UP
1,42,6345,895,4378,522,UP
1,43,6313,889,4272,561,UP
1,44,6237,852,4187,628,DOWN
1,45,6384,933,4154,632,UP
1,46,6234,886,4197,515,UP
1,47,6140,905,4525,283,UP
1,48,5910,876,4557,364,UP
2,1,5797,861,4446,473,UP
2,2,5621,859,4343,400,DOWN
2,3,5395,893,4554,104,UP
2,4,5185,864,4475,302,DOWN
2,5,5023,823,4300,432,DOWN
2,6,4947,756,4170,525,DOWN
2,7,4918,670,4065,639,DOWN
2,8,5008,672,4047,697,DOWN
2,9,5162,833,4054,518,DOWN
2,10,5443,857,4134,395,DOWN
2,11,5883,1147,4386,283,UP
2,12,6425,1050,4613,164,UP
2,13,6724,1497,5022,-223,UP
2,14,7208,1749,5351,-360,UP
2,15,7297,1459,5236,-300,UP
2,16,7475,1488,5220,-93,UP
2,17,7862,1749,5296,-9,UP
2,18,7998,2004,5297,-3,UP
2,19,8055,2246,5323,16,UP
2,20,8066,2180,5321,1,UP
2,21,8149,2199,5336,8,UP
2,22,8193,2317,5344,108,UP
2,23,8213,2268,5293,134,UP
2,24,8228,2274,5279,132,UP
2,25,8300,2569,5290,341,UP
2,26,8339,2379,5252,340,UP
2,27,8353,2301,5231,282,UP
2,28,8317,2303,5247,268,UP
2,29,8221,2226,5175,129,UP
2,30,8131,2077,5204,85,UP
2,31,8145,2304,5198,183,UP
2,32,8134,2285,5237,167,UP
2,33,8018,2130,5220,109,UP
2,34,8004,1874,5174,-24,UP
2,35,7841,1722,5062,-62,UP
2,36,7695,1460,4913,-19,DOWN
2,37,7488,1045,4827,39,DOWN
2,38,7456,1010,4865,-43,DOWN
2,39,7370,1010,4914,-94,DOWN
2,40,7181,1008,4894,-21,DOWN
2,41,6941,966,4777,67,DOWN
2,42,6630,918,4683,136,DOWN
2,43,6799,916,4546,300,DOWN
2,44,6898,892,4399,402,DOWN
2,45,7035,955,4382,394,DOWN
2,46,7000,932,4367,390,DOWN
2,47,7006,989,4738,87,DOWN
2,48,6875,979,4744,163,DOWN
3,1,6641,939,4664,214,DOWN
3,2,6292,880,4563,252,DOWN
3,3,5927,903,4766,24,DOWN
3,4,5674,892,4657,62,DOWN
3,5,5391,868,4427,348,DOWN
3,6,5265,851,4273,410,DOWN
3,7,5169,842,4187,464,DOWN
3,8,5164,838,4142,560,DOWN
3,9,5332,839,4170,501,DOWN
3,10,5624,1065,4263,404,DOWN
3,11,6108,1211,4476,183,DOWN
3,12,6588,1383,4732,174,DOWN
3,13,6738,1704,5138,-120,UP
3,14,7156,1759,5461,-286,UP
3,15,7318,1404,5331,-189,DOWN
3,16,7420,1484,5272,-175,DOWN
3,17,7718,1791,5284,-51,UP
3,18,7888,1930,5289,-6,UP
3,19,7821,2015,5288,-42,UP
3,20,7837,2013,5281,-129,UP
3,21,7801,1917,5268,-152,UP
3,22,7807,1836,5284,-166,UP
3,23,7796,1834,5244,-133,UP
3,24,7775,1726,5209,-169,UP
3,25,7728,1867,5288,-219,UP
3,26,7665,1855,5312,-210,UP
3,27,7693,1858,5329,-247,UP
3,28,7648,1697,5300,-261,UP
3,29,7590,1636,5297,-268,UP
3,30,7615,1535,5291,-248,UP
3,31,7612,1413,5311,-164,UP
3,32,7600,1420,5319,-171,UP
3,33,7585,1363,5297,-180,DOWN
3,34,7557,1091,5254,-87,DOWN
3,35,7428,1018,5086,66,DOWN
3,36,7359,970,4906,262,DOWN
3,37,7296,977,4743,281,DOWN
3,38,7299,976,4779,153,DOWN
3,39,7289,988,4917,39,DOWN
3,40,7127,965,4891,188,DOWN
3,41,6859,920,4792,199,DOWN
3,42,6651,879,4681,343,DOWN
3,43,6856,904,4530,532,DOWN
3,44,6939,887,4406,484,DOWN
3,45,7075,941,4319,545,DOWN
3,46,7102,934,4290,515,DOWN
3,47,7117,957,4652,264,DOWN
3,48,6970,958,4656,335,DOWN
4,1,6682,901,4539,463,DOWN
4,2,6335,860,4420,453,DOWN
4,3,6000,994,4626,23,DOWN
4,4,5682,872,4507,166,DOWN
4,5,5374,852,4336,340,DOWN
4,6,5222,815,4150,373,DOWN
4,7,5173,790,4048,366,DOWN
4,8,5197,765,3964,452,DOWN
4,9,5357,816,3983,540,DOWN
4,10,5628,847,4053,521,DOWN
4,11,6176,1359,4271,405,UP
4,12,6637,982,4507,233,DOWN
4,13,6747,1790,4844,54,UP
4,14,7186,979,5098,-50,DOWN
4,15,7389,975,4974,126,DOWN
4,16,7378,1090,4948,115,DOWN
4,17,7763,1253,4975,143,DOWN
4,18,7886,1239,4943,286,DOWN
4,19,7850,1194,4877,87,DOWN
4,20,7836,2056,4836,-147,UP
4,21,7806,13459,4843,-380,UP
4,22,7758,13190,4825,-429,UP
4,23,7758,5271,4773,-569,UP
4,24,7753,1636,4741,-578,DOWN
4,25,7746,3268,4774,-488,UP
4,26,7704,1137,4808,-153,DOWN
4,27,7668,1013,4881,167,DOWN
4,28,7595,1004,4883,211,DOWN
4,29,7522,987,4864,240,DOWN
4,30,7636,1006,4856,204,DOWN
4,31,7665,1007,4872,208,DOWN
4,32,7655,1014,4848,175,DOWN
4,33,7628,1007,4878,177,DOWN
4,34,7591,1006,4861,233,DOWN
4,35,7435,969,4729,387,DOWN
4,36,7294,955,4588,536,DOWN
4,37,7131,925,4437,634,DOWN
4,38,7249,938,4447,561,DOWN
4,39,7276,957,4575,428,DOWN
4,40,7136,949,4582,428,DOWN
4,41,6918,913,4495,523,DOWN
4,42,6648,890,4411,612,DOWN
4,43,6917,941,4285,585,DOWN
4,44,6997,891,4164,661,DOWN
4,45,7168,950,4126,684,DOWN
4,46,7211,944,4141,630,DOWN
4,47,7231,992,4525,99,DOWN
4,48,7065,1126,4555,282,DOWN
5,1,6811,959,4465,357,DOWN
5,2,6424,875,4377,439,DOWN
5,3,6043,888,4577,231,DOWN
5,4,5757,871,4469,368,DOWN
5,5,5432,852,4305,393,DOWN
5,6,5285,823,4136,365,DOWN
5,7,5196,772,4013,384,DOWN
5,8,5203,765,3949,393,DOWN
5,9,5360,804,3972,482,DOWN
5,10,5628,837,4069,485,DOWN
5,11,6145,1181,4325,239,DOWN
5,12,6670,1138,4583,124,DOWN
5,13,6798,1458,5020,-193,DOWN
5,14,7228,1358,5309,-269,DOWN
5,15,7375,1032,5188,-119,DOWN
5,16,7489,1314,5183,-170,DOWN
5,17,7820,1582,5198,-81,DOWN
5,18,7965,1850,5236,-102,UP
5,19,7949,1957,5273,-114,UP
5,20,7865,1880,5315,-178,UP
5,21,7859,1769,5326,-200,UP
5,22,7903,1856,5316,-189,UP
5,23,7878,1772,5257,-161,UP
5,24,7852,1645,5267,-185,UP
5,25,7894,1897,5322,-159,UP
5,26,7877,1883,5327,-169,UP
5,27,7846,1787,5323,-218,UP
5,28,7838,1703,5330,-223,UP
5,29,7812,1698,5298,-220,UP
5,30,7837,1660,5256,-157,UP
5,31,7835,1783,5228,-127,UP
5,32,7823,1971,5310,-205,UP
5,33,7761,1894,5325,-203,UP
5,34,7744,1831,5345,-306,UP
5,35,7589,1514,5224,-254,UP
5,36,7500,1289,5132,-193,DOWN
5,37,7440,1059,5043,-109,DOWN
5,38,7607,1528,5066,-245,UP
5,39,7580,1814,5051,-204,UP
5,40,7414,1630,4972,-199,UP
5,41,7108,1007,4868,-39,DOWN
5,42,6846,969,4752,27,DOWN
5,43,7068,967,4591,195,DOWN
5,44,7128,960,4417,328,DOWN
5,45,7238,1170,4385,269,DOWN
5,46,7261,984,4369,246,DOWN
5,47,7197,998,4726,60,DOWN
5,48,7021,991,4728,116,DOWN
6,1,6774,1167,4650,35,DOWN
6,2,6362,902,4545,102,DOWN
6,3,5971,931,4726,-302,DOWN
6,4,5682,950,4618,-175,DOWN
6,5,5434,881,4426,31,DOWN
6,6,5294,862,4235,230,DOWN
6,7,5203,834,4139,344,DOWN
6,8,5257,788,4068,408,DOWN
6,9,5405,816,4092,437,DOWN
6,10,5638,862,4204,374,DOWN
6,11,6225,1433,4467,198,UP
6,12,6799,1278,4717,161,DOWN
6,13,6898,1475,5152,-202,UP
6,14,7342,1879,5460,-313,UP
6,15,7557,1437,5335,-148,UP
6,16,7695,1316,5338,-12,DOWN
6,17,8118,1863,5376,145,UP
6,18,8313,2304,5389,216,UP
6,19,8341,2910,5404,224,UP
6,20,8361,2319,5413,136,UP
6,21,8348,2151,5394,216,UP
6,22,8336,2159,5405,152,UP
6,23,8355,2131,5366,222,UP
6,24,8348,2090,5338,144,UP
6,25,8368,3151,5364,223,UP
6,26,8404,2268,5359,173,UP
6,27,8393,2680,5343,174,UP
6,28,8349,2905,5342,116,UP
6,29,8295,2192,5280,58,UP
6,30,8298,2030,5279,43,UP
6,31,8290,2166,5274,129,UP
6,32,8274,2656,5285,144,UP
6,33,8103,2821,5339,141,UP
6,34,8005,3068,5311,39,UP
6,35,7719,1999,5163,-115,UP
6,36,7581,1692,4992,2,UP
6,37,7497,1547,4869,87,DOWN
6,38,7546,1549,4846,26,DOWN
6,39,7504,1640,4917,18,DOWN
6,40,7329,1600,4868,59,DOWN
6,41,7037,1148,4734,195,DOWN
6,42,6719,947,4625,249,DOWN
6,43,7020,1067,4527,239,DOWN
6,44,7111,941,4398,430,DOWN
6,45,7207,1295,4360,400,DOWN
6,46,7207,958,4338,553,DOWN
6,47,7081,1100,4692,102,DOWN
6,48,6932,1146,4737,203,DOWN
7,1,6682,965,4613,252,DOWN
7,2,6241,879,4473,426,DOWN
7,3,5845,913,4678,-3,DOWN
7,4,5558,890,4565,251,DOWN
7,5,5231,852,4345,417,DOWN
7,6,5107,892,4210,415,DOWN
7,7,5005,857,4088,490,DOWN
7,8,4957,847,4020,537,DOWN
7,9,4989,815,3972,646,DOWN
7,10,5027,819,3964,646,DOWN
7,11,5205,844,4061,577,DOWN
7,12,5473,903,4119,616,DOWN
7,13,5702,887,4230,576,DOWN
7,14,6122,938,4410,386,DOWN
7,15,6478,938,4402,557,DOWN
7,16,6760,953,4489,542,DOWN
7,17,7037,1159,4562,620,DOWN
7,18,7159,1382,4593,634,DOWN
7,19,7150,1290,4560,680,DOWN
7,20,7049,980,4541,689,DOWN
7,21,6968,953,4562,713,DOWN
7,22,6924,930,4555,628,DOWN
7,23,6865,910,4564,687,DOWN
7,24,6777,911,4480,738,DOWN
7,25,6683,918,4403,667,DOWN
7,26,6624,906,4352,749,DOWN
7,27,6575,906,4312,536,DOWN
7,28,6524,921,4265,626,DOWN
7,29,6519,905,4207,638,DOWN
7,30,6474,890,4217,732,DOWN
7,31,6485,881,4216,757,DOWN
7,32,6524,905,4248,589,DOWN
7,33,6369,911,4269,455,DOWN
7,34,6469,925,4302,426,DOWN
7,35,6467,924,4318,404,DOWN
7,36,6515,927,4311,420,DOWN
7,37,6487,898,4282,582,DOWN
7,38,6607,922,4324,556,DOWN
7,39,6681,920,4432,425,DOWN
7,40,6564,916,4449,456,DOWN
7,41,6403,897,4380,516,DOWN
7,42,6273,881,4308,533,DOWN
7,43,6353,897,4219,513,DOWN
7,44,6347,875,4132,610,DOWN
7,45,6439,908,4132,647,DOWN
7,46,6300,891,4151,548,DOWN
7,47,6153,922,4430,247,DOWN
7,48,5910,865,4410,314,DOWN
1,1,5749,841,4352,367,DOWN
1,2,5511,860,4255,460,DOWN
1,3,5269,907,4483,149,DOWN
1,4,5076,861,4393,225,DOWN
1,5,4900,892,4220,214,DOWN
1,6,4786,876,4061,248,DOWN
1,7,4717,836,3955,330,DOWN
1,8,4703,828,3847,419,DOWN
1,9,4631,802,3776,371,DOWN
1,10,4759,815,3729,467,DOWN
1,11,4848,828,3701,484,DOWN
1,12,4969,840,3714,451,DOWN
1,13,5147,882,3731,338,DOWN
1,14,5484,922,3848,319,UP
1,15,5780,919,3826,505,UP
1,16,6051,903,3930,492,DOWN
1,17,6406,923,4008,603,UP
1,18,6554,921,4064,596,UP
1,19,6623,922,4081,567,UP
1,20,6550,921,4096,559,UP
1,21,6544,922,4101,564,UP
1,22,6522,920,4086,589,UP
1,23,6490,919,4066,649,UP
1,24,6401,916,4024,681,UP
1,25,6346,909,3994,698,UP
1,26,6278,913,3977,700,UP
1,27,6249,911,3970,714,UP
1,28,6215,904,3923,771,UP
1,29,6209,892,3899,783,UP
1,30,6243,857,3768,877,UP
1,31,6180,873,3826,667,UP
1,32,6235,914,3965,655,UP
1,33,6140,884,4000,647,DOWN
1,34,6256,910,4088,514,UP
1,35,6314,912,4114,552,UP
1,36,6373,913,4123,574,UP
1,37,6471,919,4106,525,UP
1,38,6641,930,4148,397,UP
1,39,6781,1257,4327,158,UP
1,40,6746,1305,4381,136,UP
1,41,6541,1155,4332,229,UP
1,42,6322,994,4244,324,UP
1,43,6373,997,4139,383,UP
1,44,6348,918,4020,482,DOWN
1,45,6375,981,3991,539,UP
1,46,6257,912,3985,518,DOWN
1,47,6197,931,4292,193,UP
1,48,5989,925,4318,204,DOWN
2,1,5852,928,4277,69,DOWN
2,2,5654,899,4196,63,DOWN
2,3,5483,1227,4467,-222,UP
2,4,5274,973,4381,-84,UP
2,5,5103,856,4230,61,DOWN
2,6,5006,836,4073,178,DOWN
2,7,5015,825,3983,328,DOWN
2,8,5031,802,3926,298,DOWN
2,9,5252,807,3930,316,DOWN
2,10,5534,814,3944,320,DOWN
2,11,6001,905,4096,262,DOWN
2,12,6549,921,4303,4,DOWN
2,13,6696,923,4571,-101,DOWN
2,14,7156,1242,4847,-249,UP
2,15,7287,963,4718,53,UP
2,16,7349,987,4719,30,UP
2,17,7702,1569,4730,75,UP
2,18,7822,1725,4706,175,UP
2,19,7786,1746,4681,142,UP
2,20,7739,1526,4655,139,UP
2,21,7684,1320,4637,149,UP
2,22,7690,1175,4607,128,UP
2,23,7646,1017,4578,190,DOWN
2,24,7617,983,4552,196,DOWN
2,25,7637,1126,4566,101,UP
2,26,7582,1041,4565,150,DOWN
2,27,7442,978,4581,99,DOWN
2,28,7427,944,4521,214,DOWN
2,29,7356,943,4515,204,DOWN
2,30,7399,943,4521,155,DOWN
2,31,7428,963,4541,171,DOWN
2,32,7462,992,4593,54,DOWN
2,33,7399,933,4606,73,DOWN
2,34,7438,948,4633,95,DOWN
2,35,7283,905,4546,174,DOWN
2,36,7216,906,4443,273,DOWN
2,37,7156,913,4368,230,DOWN
2,38,7153,912,4366,199,DOWN
2,39,7176,930,4477,55,DOWN
2,40,7070,914,4495,72,DOWN
2,41,6863,912,4439,109,DOWN
2,42,6666,908,4335,88,DOWN
2,43,6901,922,4207,244,DOWN
2,44,6947,887,4081,381,DOWN
2,45,7108,905,4037,417,DOWN
2,46,7166,915,4043,349,DOWN
2,47,7154,949,4422,58,DOWN
2,48,7020,944,4462,108,DOWN
3,1,6784,872,4384,158,DOWN
3,2,6414,856,4303,225,DOWN
3,3,6022,906,4517,12,DOWN
3,4,5739,908,4425,34,DOWN
3,5,5425,846,4254,121,DOWN
3,6,5291,834,4100,157,DOWN
3,7,5202,808,3947,187,DOWN
3,8,5232,798,3880,229,DOWN
3,9,5374,804,3837,340,DOWN
3,10,5670,820,3846,471,DOWN
3,11,6198,849,3900,462,DOWN
3,12,6751,909,3961,431,DOWN
3,13,6825,864,4100,450,DOWN
3,14,7261,922,4230,385,DOWN
3,15,7409,903,4117,624,DOWN
3,16,7489,907,4111,547,DOWN
3,17,7791,944,4182,489,DOWN
3,18,7933,998,4215,515,UP
3,19,7894,1632,4206,607,UP
3,20,7774,1604,4205,531,UP
3,21,7734,1438,4190,497,UP
3,22,7712,1408,4168,509,UP
3,23,7648,1461,4153,544,UP
3,24,7605,1307,4111,578,UP
3,25,7595,1252,4088,549,UP
3,26,7502,976,4053,642,DOWN
3,27,7461,943,4023,593,DOWN
3,28,7395,927,4036,665,DOWN
3,29,7230,860,3976,731,DOWN
3,30,7250,886,3996,659,DOWN
3,31,7374,891,4029,746,DOWN
3,32,7464,1121,4063,706,UP
3,33,7407,930,4129,677,DOWN
3,34,7419,923,4160,693,DOWN
3,35,7300,894,4171,728,DOWN
3,36,7226,886,4090,796,DOWN
3,37,7157,885,4068,786,DOWN
3,38,7140,888,4121,698,DOWN
3,39,7105,892,4286,556,DOWN
3,40,6990,870,4353,538,DOWN
3,41,6743,884,4310,604,DOWN
3,42,6514,842,4235,619,DOWN
3,43,6795,886,4087,825,DOWN
3,44,6854,861,3962,787,DOWN
3,45,7017,901,3958,736,DOWN
3,46,7106,888,3991,691,DOWN
3,47,7131,1095,4396,290,UP
3,48,7016,919,4465,332,DOWN
4,1,6785,870,4395,414,DOWN
4,2,6391,891,4354,457,DOWN
4,3,6036,1037,4575,263,UP
4,4,5701,913,4498,220,DOWN
4,5,5456,877,4332,308,DOWN
4,6,5243,861,4185,312,DOWN
4,7,5172,826,4075,288,DOWN
4,8,5186,815,4032,343,DOWN
4,9,5390,876,4036,380,DOWN
4,10,5676,1051,4151,242,UP
4,11,6193,1244,4373,74,UP
4,12,6785,1368,4652,-68,UP
4,13,6912,1220,5105,-401,UP
4,14,7320,1609,5405,-411,UP
4,15,7463,1476,5234,-243,UP
4,16,7505,1429,5176,-243,UP
4,17,7816,1785,5201,-155,UP
4,18,7920,1791,5152,-156,UP
4,19,7877,1774,5136,-153,UP
4,20,7800,1714,5150,-284,UP
4,21,7769,1647,5176,-293,UP
4,22,7761,1655,5194,-305,UP
4,23,7738,1644,5162,-275,UP
4,24,7681,1561,5166,-298,UP
4,25,7685,1577,5219,-365,UP
4,26,7589,1627,5253,-473,UP
4,27,7546,1616,5287,-487,UP
4,28,7501,1596,5274,-529,UP
4,29,7460,1530,5258,-480,UP
4,30,7501,1584,5247,-458,UP
4,31,7552,1548,5251,-435,UP
4,32,7565,1578,5270,-484,UP
4,33,7510,1415,5239,-470,UP
4,34,7453,1427,5198,-496,UP
4,35,7267,1076,5007,-334,DOWN
4,36,7215,975,4867,-168,DOWN
4,37,7115,953,4716,-34,DOWN
4,38,7156,957,4683,-56,DOWN
4,39,7214,961,4774,-228,DOWN
4,40,7076,961,4825,-264,DOWN
4,41,6855,948,4762,-156,DOWN
4,42,6579,909,4648,-43,DOWN
4,43,6865,938,4485,146,DOWN
4,44,6991,917,4339,297,DOWN
4,45,7119,911,4252,477,DOWN
4,46,7153,910,4252,427,DOWN
4,47,7192,1262,4622,25,UP
4,48,7016,971,4664,117,DOWN
5,1,6799,917,4574,180,DOWN
5,2,6427,896,4485,275,DOWN
5,3,6024,1080,4665,-45,DOWN
5,4,5704,911,4551,67,DOWN
5,5,5437,898,4384,263,DOWN
5,6,5258,849,4228,310,DOWN
5,7,5159,849,4120,277,DOWN
5,8,5172,818,4067,342,DOWN
5,9,5361,883,4106,311,DOWN
5,10,5644,974,4194,255,DOWN
5,11,6149,1142,4383,113,DOWN
5,12,6762,1231,4716,20,DOWN
5,13,6814,1050,5137,-342,DOWN
5,14,7212,1462,5409,-412,UP
5,15,7312,1207,5279,-303,DOWN
5,16,7373,1415,5272,-345,UP
5,17,7715,1663,5353,-308,UP
5,18,7840,1778,5393,-263,UP
5,19,7816,1732,5419,-299,UP
5,20,7759,1688,5483,-380,UP
5,21,7734,1832,5528,-456,UP
5,22,7734,1780,5541,-332,UP
5,23,7735,1780,5510,-368,UP
5,24,7723,1838,5592,-465,UP
5,25,7698,1850,5656,-509,UP
5,26,7667,1861,5657,-501,UP
5,27,7695,1839,5680,-541,UP
5,28,7656,1823,5661,-586,UP
5,29,7625,1788,5669,-593,UP
5,30,7631,1758,5634,-530,UP
5,31,7652,1788,5612,-454,UP
5,32,7604,1753,5549,-494,UP
5,33,7518,1667,5511,-500,UP
5,34,7527,1843,5498,-543,UP
5,35,7382,1528,5327,-554,UP
5,36,7281,1006,5100,-251,DOWN
5,37,7148,958,4925,-123,DOWN
5,38,7281,959,4872,-130,DOWN
5,39,7384,987,4943,-231,DOWN
5,40,7272,966,4966,-175,DOWN
